id,name,brand,category,price,description,stock,rating
SP0272,Mobile Z v89157,NextCom,smartphone,425.14,Smartphone with 5G connectivity.,38,3.5
SP0273,Maxi Phone v52520,TechCo,smartphone,1146.72,Smartphone with long-lasting battery.,46,4.2
LP0274,Business Mate v42542,UltraComp,laptop,1443.01,14 inch laptop featuring long battery life.,12,3.9
SP0275,Maxi Phone v6855,TechCo,smartphone,269.67,Smartphone with 5G connectivity.,104,0.0
SP0276,SmartPhone X v16211,Futura,smartphone,1192.15,Smartphone with advanced camera system.,98,5.0
SP0277,Fusion Phone v54969,RivalTech,smartphone,804.79,Smartphone with 5G connectivity.,101,3.8
SP0278,Maxi Phone v39433,RivalTech,smartphone,966.94,Smartphone with vivid display.,173,0.0
LP0279,Pro Book v2495,NextGen,laptop,1246.43,17 inch laptop featuring high performance graphics.,140,3.7
SP0280,Mobile Z v26541,NextCom,smartphone,799.79,Smartphone with vivid display.,83,4.2
LP0281,Business Mate v60448,UltraComp,laptop,1776.91,13.3 inch laptop featuring lightweight design.,15,3.8
SPK0282,BoomBox v69169,AudioMax,speaker,443.62,Speaker delivering compact design.,193,3.7
TV0283,Cinema TV v27001,ViewTech,smart_tv,1081.4,65 inch smart TV with smart connectivity.,65,0.0
SPK0284,Bass Boost v89228,BassLine,speaker,328.0,Speaker delivering crystal clear sound.,171,4.5
SP0285,Maxi Phone v2748,TechCo,smartphone,388.59,Smartphone with advanced camera system.,12,3.8
TV0286,Cinema TV v92069,ViewTech,smart_tv,1391.21,75 inch smart TV with HDR support.,128,0.0
TV0287,Cinema TV v45121,CinemaCo,smart_tv,2980.05,65 inch smart TV with HDR support.,39,4.1
TV0288,SmartView TV v2066,Spectra,smart_tv,1517.39,40 inch smart TV with smart connectivity.,79,4.0
SP0289,SmartPhone X v6333,TechCo,smartphone,655.83,Smartphone with advanced camera system.,43,3.5
LP0290,Performance Pro v89447,UltraComp,laptop,578.98,15.6 inch laptop featuring high performance graphics.,132,4.2
SP0291,Maxi Phone v47785,Futura,smartphone,227.24,Smartphone with advanced camera system.,177,4.2
SP0292,Maxi Phone v5660,RivalTech,smartphone,518.31,Smartphone with advanced camera system.,90,4.2
LP0293,Econo Note v11711,EconCo,laptop,1484.19,15.6 inch laptop featuring lightweight design.,105,3.8
SP0294,SmartPhone X v35819,RivalTech,smartphone,772.62,Smartphone with long-lasting battery.,170,3.5
SP0295,SmartPhone Y v77265,Futura,smartphone,446.72,Smartphone with 5G connectivity.,86,3.8
SPK0296,ClearSound v65775,AudioMax,speaker,469.32,Speaker delivering deep bass.,55,4.0
SPK0297,SoundWave v98310,SoundCo,speaker,367.28,Speaker delivering deep bass.,81,3.9
SP0298,Fusion Phone v96081,RivalTech,smartphone,559.19,Smartphone with long-lasting battery.,69,4.0
SPK0299,BoomBox v48663,SoundCo,speaker,360.69,Speaker delivering compact design.,0,3.5
TV0300,SmartView TV v7020,Spectra,smart_tv,863.6,40 inch smart TV with sleek design.,179,3.8
TV0301,SmartView TV v90802,UltraVision,smart_tv,2988.71,55 inch smart TV with sleek design.,85,0.0
TV0302,Cinema TV v98128,UltraVision,smart_tv,1596.05,40 inch smart TV with HDR support.,155,4.0
SPK0303,ClearSound v93763,AudioMax,speaker,446.0,Speaker delivering wireless connectivity.,190,5.0
SP0304,SmartPhone X v18787,TechCo,smartphone,609.5,Smartphone with 5G connectivity.,78,4.8
LP0305,Performance Pro v48115,UltraComp,laptop,1512.55,15.6 inch laptop featuring latest processor.,158,4.0
SPK0306,SoundWave v55740,BassLine,speaker,70.77,Speaker delivering compact design.,39,4.2
TV0307,SmartView TV v36206,Spectra,smart_tv,1135.34,55 inch smart TV with HDR support.,77,4.2
SPK0308,ClearSound v66027,SoundCo,speaker,152.45,Speaker delivering wireless connectivity.,30,4.5
LP0309,Business Mate v32254,UltraComp,laptop,632.95,13.3 inch laptop featuring high performance graphics.,96,3.9
TV0310,Vivid TV v7117,UltraVision,smart_tv,1286.15,50 inch smart TV with smart connectivity.,31,0.0
SP0311,Maxi Phone v8703,Futura,smartphone,968.96,Smartphone with 5G connectivity.,196,4.0
SPK0312,BoomBox v20935,BassLine,speaker,258.09,Speaker delivering compact design.,20,3.5
SP0313,Fusion Phone v69001,TechCo,smartphone,896.16,Smartphone with 5G connectivity.,187,5.0
SPK0314,BoomBox v67344,AudioMax,speaker,369.87,Speaker delivering crystal clear sound.,193,4.5
SP0315,Fusion Phone v83129,NextCom,smartphone,1139.57,Smartphone with vivid display.,127,4.5
SPK0316,ClearSound v68748,BeatBox,speaker,53.03,Speaker delivering compact design.,29,4.5
LP0317,Business Mate v32094,UltraComp,laptop,1824.49,15.6 inch laptop featuring latest processor.,101,4.2
LP0318,Ultra Thin v39940,TechCo,laptop,716.29,13.3 inch laptop featuring latest processor.,31,3.7
SPK0319,SoundWave v5094,BeatBox,speaker,212.09,Speaker delivering crystal clear sound.,151,0.0
TV0320,Cinema TV v26158,UltraVision,smart_tv,1829.07,40 inch smart TV with smart connectivity.,157,3.5
SPK0321,ClearSound v95694,AudioMax,speaker,283.23,Speaker delivering wireless connectivity.,186,4.5
LP0322,Econo Note v27017,EconCo,laptop,1015.14,13.3 inch laptop featuring latest processor.,125,0.0
SP0323,Maxi Phone v69985,RivalTech,smartphone,299.73,Smartphone with vivid display.,132,4.0
SP0324,Fusion Phone v49931,NextCom,smartphone,925.03,Smartphone with advanced camera system.,17,3.5
LP0325,Ultra Thin v59723,EconCo,laptop,1746.42,14 inch laptop featuring long battery life.,81,4.1
TV0326,Vivid TV v1635,ViewTech,smart_tv,996.35,65 inch smart TV with 4K resolution.,160,4.3
SPK0327,Audio Pro v79459,SoundCo,speaker,215.42,Speaker delivering wireless connectivity.,126,5.0
TV0328,SmartView TV v97077,ViewTech,smart_tv,912.41,65 inch smart TV with smart connectivity.,68,3.5
LP0329,Performance Pro v7549,TechCo,laptop,816.92,15.6 inch laptop featuring latest processor.,152,4.5
TV0330,Cinema TV v31909,UltraVision,smart_tv,2765.9,65 inch smart TV with smart connectivity.,71,3.0
TV0331,Infinity TV v64722,UltraVision,smart_tv,1943.02,50 inch smart TV with sleek design.,97,4.0
TV0332,SmartView TV v10028,ViewTech,smart_tv,2845.89,40 inch smart TV with HDR support.,85,4.0
SP0333,SmartPhone X v53719,RivalTech,smartphone,623.33,Smartphone with long-lasting battery.,169,0.0
SPK0334,SoundWave v16559,SoundCo,speaker,488.7,Speaker delivering wireless connectivity.,43,3.7
TV0335,Ultra TV v70286,ViewTech,smart_tv,491.11,40 inch smart TV with smart connectivity.,162,0.0
SP0336,Maxi Phone v53972,Futura,smartphone,958.04,Smartphone with vivid display.,148,0.0
TV0337,Infinity TV v26987,ViewTech,smart_tv,2307.88,75 inch smart TV with sleek design.,5,3.5
TV0338,Infinity TV v7700,Spectra,smart_tv,1173.51,55 inch smart TV with smart connectivity.,162,3.2
SPK0339,Bass Boost v74143,AudioMax,speaker,410.57,Speaker delivering deep bass.,37,4.7
LP0340,Econo Note v60258,TechCo,laptop,492.72,14 inch laptop featuring long battery life.,171,4.0
TV0341,Ultra TV v59622,Spectra,smart_tv,1072.67,75 inch smart TV with 4K resolution.,29,4.5
LP0342,Performance Pro v68228,EconCo,laptop,1811.64,13.3 inch laptop featuring lightweight design.,102,4.5
SP0343,Maxi Phone v91918,TechCo,smartphone,1172.57,Smartphone with advanced camera system.,69,4.5
SPK0344,SoundWave v86290,BassLine,speaker,224.31,Speaker delivering deep bass.,174,4.5
SP0345,Maxi Phone v14761,TechCo,smartphone,904.61,Smartphone with 5G connectivity.,165,3.8
TV0346,Ultra TV v58888,UltraVision,smart_tv,2961.29,55 inch smart TV with smart connectivity.,92,4.0
LP0347,Ultra Thin v68280,EconCo,laptop,1236.76,13.3 inch laptop featuring high performance graphics.,42,3.8
LP0348,Performance Pro v71491,UltraComp,laptop,1495.1,13.3 inch laptop featuring long battery life.,61,3.5
SPK0349,Audio Pro v99740,AudioMax,speaker,189.6,Speaker delivering compact design.,146,4.6
TV0350,Infinity TV v29360,UltraVision,smart_tv,1939.81,55 inch smart TV with HDR support.,14,3.8
LP0351,Econo Note v82622,TechCo,laptop,1534.72,13.3 inch laptop featuring high performance graphics.,5,4.0
SPK0352,Bass Boost v37646,BeatBox,speaker,260.32,Speaker delivering crystal clear sound.,130,4.2
SP0353,SmartPhone X v6556,RivalTech,smartphone,446.55,Smartphone with 5G connectivity.,67,0.0
LP0354,Performance Pro v49278,UltraComp,laptop,693.09,14 inch laptop featuring high performance graphics.,93,0.0
TV0355,Infinity TV v54038,Spectra,smart_tv,2617.56,55 inch smart TV with smart connectivity.,150,4.0
LP0356,Econo Note v53334,UltraComp,laptop,1596.14,13.3 inch laptop featuring high performance graphics.,84,4.0
SPK0357,SoundWave v45548,AudioMax,speaker,387.1,Speaker delivering compact design.,114,4.6
TV0358,Infinity TV v21724,CinemaCo,smart_tv,2844.24,55 inch smart TV with smart connectivity.,59,4.2
SP0359,SmartPhone X v90690,TechCo,smartphone,1098.0,Smartphone with advanced camera system.,95,4.8
SPK0360,SoundWave v39210,AudioMax,speaker,408.17,Speaker delivering crystal clear sound.,197,4.2
TV0361,Ultra TV v37278,CinemaCo,smart_tv,2402.31,65 inch smart TV with smart connectivity.,133,4.5
TV0362,Vivid TV v87051,CinemaCo,smart_tv,624.08,55 inch smart TV with sleek design.,167,0.0
SP0363,SmartPhone Y v92997,TechCo,smartphone,1107.22,Smartphone with long-lasting battery.,141,4.0
SP0364,SmartPhone Y v59276,TechCo,smartphone,370.77,Smartphone with advanced camera system.,28,4.2
SP0365,Fusion Phone v48703,RivalTech,smartphone,1170.54,Smartphone with long-lasting battery.,58,3.5
SP0366,SmartPhone Y v15526,Futura,smartphone,1016.36,Smartphone with long-lasting battery.,68,4.5
TV0367,Vivid TV v79507,UltraVision,smart_tv,1521.25,55 inch smart TV with HDR support.,40,4.0
SPK0368,Bass Boost v42281,SoundCo,speaker,268.4,Speaker delivering deep bass.,74,4.0
SPK0369,BoomBox v7672,AudioMax,speaker,167.47,Speaker delivering deep bass.,64,3.5
TV0370,Cinema TV v1278,UltraVision,smart_tv,605.97,65 inch smart TV with 4K resolution.,184,5.0
SPK0371,Audio Pro v26635,BeatBox,speaker,101.32,Speaker delivering wireless connectivity.,127,4.0
TV0372,Cinema TV v46000,Spectra,smart_tv,616.83,65 inch smart TV with sleek design.,194,3.5
SP0373,Maxi Phone v96288,TechCo,smartphone,474.3,Smartphone with advanced camera system.,166,4.0
SP0374,SmartPhone Y v83064,Futura,smartphone,864.51,Smartphone with long-lasting battery.,179,4.0
SP0375,Maxi Phone v11975,RivalTech,smartphone,379.97,Smartphone with long-lasting battery.,73,5.0
SPK0376,BoomBox v47744,BassLine,speaker,362.01,Speaker delivering wireless connectivity.,110,4.0
SP0377,SmartPhone Y v69689,RivalTech,smartphone,655.0,Smartphone with 5G connectivity.,95,3.8
LP0378,Performance Pro v23300,NextGen,laptop,897.08,13.3 inch laptop featuring high performance graphics.,146,4.5
SPK0379,ClearSound v24695,BeatBox,speaker,298.89,Speaker delivering wireless connectivity.,42,3.8
LP0380,Ultra Thin v29630,EconCo,laptop,540.22,13.3 inch laptop featuring long battery life.,45,0.0
SPK0381,ClearSound v57389,AudioMax,speaker,205.87,Speaker delivering deep bass.,23,4.0
SP0382,SmartPhone X v17962,NextCom,smartphone,820.7,Smartphone with advanced camera system.,200,4.5
LP0383,Performance Pro v71073,UltraComp,laptop,895.7,13.3 inch laptop featuring lightweight design.,42,4.0
LP0384,Econo Note v15431,UltraComp,laptop,1915.08,14 inch laptop featuring long battery life.,39,3.5
LP0385,Econo Note v89721,EconCo,laptop,1246.55,13.3 inch laptop featuring latest processor.,134,3.8
TV0386,Infinity TV v49732,CinemaCo,smart_tv,2868.45,65 inch smart TV with smart connectivity.,149,3.9
TV0387,SmartView TV v89373,ViewTech,smart_tv,1793.09,75 inch smart TV with HDR support.,192,0.0
SPK0388,Audio Pro v56711,SoundCo,speaker,387.01,Speaker delivering deep bass.,2,4.0
SP0389,SmartPhone Y v70252,TechCo,smartphone,894.96,Smartphone with 5G connectivity.,148,4.0
SP0390,Mobile Z v82559,TechCo,smartphone,1181.82,Smartphone with advanced camera system.,20,3.2
SPK0391,SoundWave v80754,SoundCo,speaker,319.56,Speaker delivering wireless connectivity.,74,4.8
SP0392,Fusion Phone v26675,TechCo,smartphone,782.0,Smartphone with vivid display.,192,0.0
LP0393,Econo Note v2061,NextGen,laptop,675.62,14 inch laptop featuring latest processor.,195,3.5
TV0394,Infinity TV v21453,UltraVision,smart_tv,2387.02,55 inch smart TV with smart connectivity.,167,4.0
LP0395,Performance Pro v48371,TechCo,laptop,1739.24,15.6 inch laptop featuring lightweight design.,193,4.2
TV0396,Infinity TV v2739,UltraVision,smart_tv,2266.4,65 inch smart TV with smart connectivity.,1,4.0
TV0397,Ultra TV v80335,Spectra,smart_tv,343.53,65 inch smart TV with smart connectivity.,20,4.0
LP0398,Performance Pro v83432,TechCo,laptop,476.45,15.6 inch laptop featuring long battery life.,122,0.0
SPK0399,BoomBox v98311,BeatBox,speaker,163.06,Speaker delivering compact design.,80,4.8
SP0400,SmartPhone X v24138,Futura,smartphone,888.09,Smartphone with vivid display.,48,3.5
LP0401,Ultra Thin v94165,TechCo,laptop,1025.37,15.6 inch laptop featuring lightweight design.,148,4.5
LP0402,Econo Note v83546,EconCo,laptop,306.28,13.3 inch laptop featuring latest processor.,186,3.5
LP0403,Pro Book v59158,NextGen,laptop,819.2,14 inch laptop featuring latest processor.,82,3.9
SPK0404,SoundWave v73205,BeatBox,speaker,63.09,Speaker delivering crystal clear sound.,125,3.8
TV0405,SmartView TV v61061,UltraVision,smart_tv,1586.62,75 inch smart TV with smart connectivity.,107,4.0
TV0406,Ultra TV v55067,UltraVision,smart_tv,2355.96,50 inch smart TV with HDR support.,74,4.5
SP0407,Mobile Z v42159,TechCo,smartphone,285.15,Smartphone with vivid display.,105,4.0
LP0408,Business Mate v59647,EconCo,laptop,1229.89,13.3 inch laptop featuring latest processor.,2,4.2
SPK0409,BoomBox v24328,SoundCo,speaker,255.72,Speaker delivering wireless connectivity.,135,0.0
SP0410,Fusion Phone v32697,RivalTech,smartphone,366.35,Smartphone with advanced camera system.,38,4.0
SP0411,SmartPhone X v50842,NextCom,smartphone,1047.71,Smartphone with 5G connectivity.,93,3.5
LP0412,Ultra Thin v30944,EconCo,laptop,1411.56,15.6 inch laptop featuring lightweight design.,35,4.5
SP0413,Fusion Phone v92060,TechCo,smartphone,996.67,Smartphone with 5G connectivity.,155,3.8
SPK0414,Bass Boost v30541,SoundCo,speaker,66.44,Speaker delivering deep bass.,98,4.0
TV0415,Ultra TV v57754,Spectra,smart_tv,2249.62,50 inch smart TV with 4K resolution.,190,3.8
TV0416,Infinity TV v2610,Spectra,smart_tv,2231.69,55 inch smart TV with smart connectivity.,93,4.2
SP0417,Mobile Z v18590,NextCom,smartphone,201.91,Smartphone with 5G connectivity.,146,4.5
SPK0418,Bass Boost v69591,BassLine,speaker,238.42,Speaker delivering crystal clear sound.,145,4.0
TV0419,SmartView TV v94848,UltraVision,smart_tv,2828.41,50 inch smart TV with 4K resolution.,46,4.0
TV0420,Infinity TV v9119,Spectra,smart_tv,2390.41,75 inch smart TV with HDR support.,180,4.5
TV0421,Cinema TV v72175,UltraVision,smart_tv,2449.17,65 inch smart TV with sleek design.,11,0.0
SPK0422,Bass Boost v51983,BassLine,speaker,495.2,Speaker delivering compact design.,54,3.7
TV0423,Cinema TV v88972,CinemaCo,smart_tv,1849.52,75 inch smart TV with smart connectivity.,4,4.8
SP0424,SmartPhone X v14372,NextCom,smartphone,376.51,Smartphone with vivid display.,162,4.8
SPK0425,ClearSound v39545,SoundCo,speaker,468.92,Speaker delivering wireless connectivity.,65,4.2
LP0426,Business Mate v65468,TechCo,laptop,569.94,14 inch laptop featuring lightweight design.,122,3.8
LP0427,Performance Pro v42906,NextGen,laptop,1078.59,17 inch laptop featuring latest processor.,6,5.0
SP0428,Fusion Phone v45309,TechCo,smartphone,1147.38,Smartphone with long-lasting battery.,200,4.0
SP0429,SmartPhone X v85622,Futura,smartphone,359.06,Smartphone with long-lasting battery.,188,4.5
TV0430,Vivid TV v24362,UltraVision,smart_tv,1951.78,75 inch smart TV with 4K resolution.,171,0.0
TV0431,Cinema TV v1214,UltraVision,smart_tv,2614.55,65 inch smart TV with sleek design.,94,3.8
LP0432,Econo Note v51438,NextGen,laptop,1420.34,13.3 inch laptop featuring latest processor.,139,4.4
SPK0433,SoundWave v53719,SoundCo,speaker,470.3,Speaker delivering deep bass.,141,0.0
LP0434,Econo Note v54056,UltraComp,laptop,1316.91,13.3 inch laptop featuring long battery life.,88,3.8
SP0435,SmartPhone Y v89632,NextCom,smartphone,414.99,Smartphone with long-lasting battery.,105,4.0
LP0436,Performance Pro v38826,TechCo,laptop,1398.57,17 inch laptop featuring long battery life.,103,4.2
SP0437,Fusion Phone v66970,RivalTech,smartphone,521.26,Smartphone with advanced camera system.,45,0.0
TV0438,SmartView TV v44653,CinemaCo,smart_tv,1435.26,40 inch smart TV with smart connectivity.,86,3.7
SP0439,Maxi Phone v94729,NextCom,smartphone,983.8,Smartphone with vivid display.,69,3.9
SP0440,SmartPhone X v83145,NextCom,smartphone,416.89,Smartphone with long-lasting battery.,53,4.2
LP0441,Performance Pro v34101,TechCo,laptop,439.21,17 inch laptop featuring long battery life.,37,0.0
LP0442,Econo Note v46481,TechCo,laptop,524.93,15.6 inch laptop featuring lightweight design.,26,4.0
LP0443,Econo Note v25124,NextGen,laptop,1724.92,15.6 inch laptop featuring latest processor.,16,0.0
SPK0444,ClearSound v58258,SoundCo,speaker,72.68,Speaker delivering compact design.,97,4.0
LP0445,Ultra Thin v28217,UltraComp,laptop,1401.05,14 inch laptop featuring high performance graphics.,133,0.0
TV0446,Vivid TV v15179,CinemaCo,smart_tv,549.1,75 inch smart TV with sleek design.,130,0.0
SPK0447,ClearSound v30002,SoundCo,speaker,221.33,Speaker delivering compact design.,90,3.5
SP0448,Mobile Z v60762,TechCo,smartphone,561.28,Smartphone with 5G connectivity.,61,4.5
TV0449,Vivid TV v95851,ViewTech,smart_tv,438.15,40 inch smart TV with 4K resolution.,102,0.0
LP0450,Econo Note v1,NextGen,laptop,1511.95,17 inch laptop featuring high performance graphics.,126,4.3
TV0451,Vivid TV v58774,UltraVision,smart_tv,1821.75,50 inch smart TV with HDR support.,110,3.8
SPK0452,ClearSound v18968,BassLine,speaker,135.53,Speaker delivering deep bass.,172,0.0
TV0453,Infinity TV v90112,ViewTech,smart_tv,570.87,75 inch smart TV with HDR support.,10,3.5
LP0454,Performance Pro v16578,TechCo,laptop,1477.37,15.6 inch laptop featuring long battery life.,10,4.5
SP0455,Mobile Z v51191,TechCo,smartphone,592.46,Smartphone with advanced camera system.,64,3.5
SP0456,Maxi Phone v67612,NextCom,smartphone,554.75,Smartphone with 5G connectivity.,110,4.2
TV0457,Infinity TV v82109,UltraVision,smart_tv,2591.57,65 inch smart TV with 4K resolution.,122,4.2
LP0458,Performance Pro v44124,EconCo,laptop,367.15,13.3 inch laptop featuring lightweight design.,144,3.0
SP0459,SmartPhone Y v14439,RivalTech,smartphone,356.9,Smartphone with advanced camera system.,70,3.7
SP0460,SmartPhone X v76687,RivalTech,smartphone,587.42,Smartphone with 5G connectivity.,11,3.8
TV0461,Ultra TV v64044,Spectra,smart_tv,865.8,50 inch smart TV with smart connectivity.,4,4.3
SPK0462,Bass Boost v17387,SoundCo,speaker,342.84,Speaker delivering wireless connectivity.,13,4.0
SPK0463,BoomBox v21226,SoundCo,speaker,204.95,Speaker delivering deep bass.,15,4.5
TV0464,Vivid TV v62813,ViewTech,smart_tv,2760.17,50 inch smart TV with smart connectivity.,142,5.0
SPK0465,Audio Pro v33521,AudioMax,speaker,157.16,Speaker delivering deep bass.,200,3.5
TV0466,SmartView TV v18577,UltraVision,smart_tv,1429.14,65 inch smart TV with smart connectivity.,42,3.5
